County,State,ST,Fips,Precincts,Votes,Democrats 08,Democrats 12,Republicans 08,Republicans 12,Republicans Perc 16,Democrats Perc 16,Republicans Perc 12,Democrats Perc 12,Votes Trump,Votes Clinton
"Grady County, Georgia",Georgia,GA,13131,13,9187,3539,3419,5775,5924,65.82126918,32.70926309,63.04810558,36.38782461,6047,3005
"Douglas County, Wisconsin",Wisconsin,WI,55031,26,22185,15830,14863,7835,7705,43.52941176,51.12463376,33.65510614,64.92093998,9657,11342
"McCracken County, Kentucky",Kentucky,KY,21145,54,31294,11285,10062,19043,19979,66.38333227,29.18770371,65.39556807,32.93509214,20774,9134
"Madison County, Kentucky",Kentucky,KY,21151,45,37336,12392,11512,19694,21128,62.75712449,31.5861367,63.40555789,34.54774623,23431,11793
"Sacramento County, California",California,CA,6067,1267,467526,316506,300503,213583,202514,34.86950458,58.55674337,39.1854631,58.14585272,163024,273768
"Webster County, Kentucky",Kentucky,KY,21233,14,5805,2390,1765,3037,3607,75.74504737,21.36089578,65.94149909,32.26691042,4397,1240
"Pierce County, Wisconsin",Wisconsin,WI,55093,28,21089,11803,10235,9812,10397,53.392764,39.73635545,49.46241675,48.69172217,11260,8380
"Kings County, New York",New York,NY,36047,1730,746295,603525,598934,151872,123689,17.90886982,79.73870922,16.93131326,81.98578026,133653,595086
"Cheyenne County, Colorado",Colorado,CO,8017,6,1076,198,172,890,889,84.10780669,11.80297398,81.3357731,15.73650503,905,127
"Marion County, Texas",Texas,TX,48315,11,4206,1644,1495,2567,2733,70.5658583,27.48454589,63.82531527,34.91359178,2968,1156
"Chatham County, North Carolina",North Carolina,NC,37037,18,39080,17862,18361,14668,16665,43.53121801,53.61566018,47.03110007,51.81746345,17012,20953
"Pershing County, Nevada",Nevada,NV,32027,6,1982,673,632,1075,1167,70.78708375,21.69525732,61.94267516,33.54564756,1403,430
"Fillmore County, Minnesota",Minnesota,MN,27045,37,10976,5921,5713,4993,4913,57.13374636,35.27696793,45.10650018,52.45134043,6271,3872
"Lyon County, Iowa",Iowa,IA,19119,9,6336,1675,1423,4471,4978,81.88131313,14.47285354,76.47872177,21.86203718,5188,917
"Robeson County, North Carolina",North Carolina,NC,37155,39,39454,23058,24988,17433,17510,51.43711664,46.57829371,40.77213245,58.18469706,20294,18377
"Vance County, North Carolina",North Carolina,NC,37181,12,19762,13166,13323,7606,7429,36.95982188,61.57271531,35.62386113,63.88702407,7304,12168
"Benzie County, Michigan",Michigan,MI,26019,13,10221,5451,4685,4687,5075,54.19234909,40.19176206,51.25744874,47.31845268,5539,4108
"Muscogee County, Georgia",Georgia,GA,13215,28,68320,44158,42573,29568,27510,39.375,57.96545667,38.96434996,60.29913743,26901,39602
"Edmonson County, Kentucky",Kentucky,KY,21061,8,5241,1652,1374,3562,3232,78.89715703,18.67964129,69.23736075,29.4344473,4135,979
"Sagadahoc County, Maine",Maine,ME,23023,10,21596,12152,11821,8721,8429,43.08205223,49.44897203,40.53573146,56.84812927,9304,10679
"Winnebago County, Wisconsin",Wisconsin,WI,55139,82,85892,48167,45449,37946,42122,50.58329064,43.14022261,47.23627107,50.96722102,43447,37054
"Ottawa County, Michigan",Michigan,MI,26139,106,145405,50828,42737,83330,88166,62.20969018,31.82559059,66.63492351,32.3001693,90456,46276
"Union County, Illinois",Illinois,IL,17181,20,8514,3918,3137,5003,4957,67.88818417,28.05966643,59.85269259,37.87732432,5780,2389
"Stanton County, Kansas",Kansas,KS,20187,4,742,188,143,628,605,78.1671159,17.78975741,79.71014493,18.84057971,580,132
"Clay County, Kentucky",Kentucky,KY,21051,20,6765,1552,1111,5710,6176,86.63710273,11.11603843,83.65163213,15.04808343,5861,752
"Payne County, Oklahoma",Oklahoma,OK,40119,31,27749,10601,9198,18435,16481,59.98053984,31.65879852,64.18084816,35.81915184,16644,8785
"Boone County, Nebraska",Nebraska,NE,31011,11,2867,742,615,2042,2138,80.18835019,14.44018137,76.19387028,21.91732003,2299,414
"Cape May County, New Jersey",New Jersey,NJ,34009,127,48375,22893,21657,27288,25781,58.37105943,38.50335917,53.60655397,45.03150147,28237,18626
"Terry County, Texas",Texas,TX,48445,8,1763,1379,1059,2879,2602,73.45433919,24.04991492,70.15368024,28.5521704,1295,424
"Hampshire County, West Virginia",West Virginia,WV,54027,24,8557,2983,2299,5222,5523,77.6674068,18.41766974,69.15852742,28.78787879,6646,1576
"Pennington County, Minnesota",Minnesota,MN,27113,31,6671,3394,3024,3248,3305,59.96102533,32.16909009,50.71351849,46.40171858,4000,2146
"Lawrence County, Alabama",Alabama,AL,1079,31,14623,5164,5069,9277,8874,73.39123299,24.69397524,62.72264631,35.82838564,10732,3611
"Union County, Indiana",Indiana,IN,18161,10,3286,1224,1018,2061,2022,74.40657334,21.75897748,65.22580645,32.83870968,2445,715
"Weakley County, Tennessee",Tennessee,TN,47183,10,12127,4596,3548,8855,8605,74.22280861,22.84159314,69.74953392,28.75901759,9001,2770
"White County, Illinois",Illinois,IL,17193,18,7289,3315,2188,3987,4731,77.36314995,19.37165592,66.97338618,30.97395243,5639,1412
"Linn County, Missouri",Missouri,MO,29115,14,5572,2638,2041,3140,3344,73.29504666,22.2361809,60.25225225,36.77477477,4084,1239
"Cayuga County, New York",New York,NY,36011,46,30124,18128,17007,15243,13454,53.75780109,40.50590891,43.17576458,54.57783768,16194,12202
"Bamberg County, South Carolina",South Carolina,SC,45009,13,6195,4426,4624,2309,2194,35.46408394,62.72800646,31.88026736,67.18977042,2197,3886
"Dickson County, Tennessee",Tennessee,TN,47043,17,18619,7506,6233,11677,11296,70.96514313,25.33970675,63.33613681,34.94813569,13213,4718
"Roberts County, Texas",Texas,TX,48393,5,550,41,33,477,468,95.27272727,3.636363636,92.12598425,6.496062992,524,20
"Covington city, Virginia",Virginia,VA,51580,6,2369,1304,1319,1020,975,56.94385817,38.58168003,41.84549356,56.60944206,1349,914
"Baca County, Colorado",Colorado,CO,8009,9,2107,536,467,1572,1559,81.44280968,13.19411486,74.02659069,22.17473884,1716,278
"Menard County, Illinois",Illinois,IL,17129,14,6423,2706,2100,3672,3948,65.85707613,28.14884011,64.18468542,34.14079012,4230,1808
"Rooks County, Kansas",Kansas,KS,20163,15,2378,468,361,2068,2038,84.06223717,11.48023549,82.84552846,14.67479675,1999,273
"Benson County, North Dakota",North Dakota,ND,38005,4,1940,1569,1235,773,868,47.78350515,43.40206186,40.24107557,57.25544738,927,842
"Morgan County, Missouri",Missouri,MO,29141,11,8815,3565,2773,5451,5733,76.65343165,20.0567215,65.98756906,31.91758748,6757,1768
"Montour County, Pennsylvania",Pennsylvania,PA,42093,15,8535,3364,3053,4574,4652,61.79261863,33.4036321,59.40492913,38.98608096,5274,2851
"Henderson County, Tennessee",Tennessee,TN,47077,15,10172,3021,2517,7669,7421,79.8073142,17.65631144,73.80407757,25.03232223,8118,1796
"Sullivan County, Tennessee",Tennessee,TN,47163,25,59860,18354,15321,44808,43562,76.13932509,19.89642499,72.74032762,25.58318166,45577,11910
"Livingston County, Missouri",Missouri,MO,29117,13,6408,2435,1906,3993,4006,76.139201,19.74094881,66.17112653,31.48331682,4879,1265
"Yoakum County, Texas",Texas,TX,48501,7,2299,450,409,1989,1698,78.16441931,18.52979556,79.79323308,19.21992481,1797,426
"Wahkiakum County, Washington",Washington,WA,53069,2,2333,1121,1094,1105,1119,56.92241749,35.31933133,48.77942459,47.68962511,1328,824
"Hancock County, Ohio",Ohio,OH,39063,60,35216,13870,12564,22420,22443,67.51760563,26.74636529,62.71972724,35.11164519,23777,9419
"Nicholas County, Kentucky",Kentucky,KY,21181,5,2840,1272,948,1634,1583,68.9084507,27.71126761,61.33281674,36.72994963,1957,787
"Bulloch County, Georgia",Georgia,GA,13031,16,24151,9586,9593,14174,14174,59.93954702,36.48710198,58.84990658,39.82976957,14476,8812
"Bradley County, Arkansas",Arkansas,AR,5011,14,3652,1680,1449,2262,2134,59.22782037,36.06243154,58.43373494,39.67688938,2163,1317
"Frederick County, Maryland",Maryland,MD,24021,79,114962,54013,55146,55170,58798,49.12231868,45.1375237,50.20535371,47.08705119,56472,51891
"Gregory County, South Dakota",South Dakota,SD,46053,3,2091,771,599,1423,1507,76.51841224,18.69918699,70.06043701,27.84751278,1600,391
"Johnson County, Kansas",Kansas,KS,20091,502,279753,127091,110526,152627,158401,47.86615336,45.15554793,57.73367594,40.28429282,133907,126324
"Langlade County, Wisconsin",Wisconsin,WI,55067,27,10093,5182,4573,5081,5816,63.7669672,32.29961359,55.29042685,43.47371423,6436,3260
"Crook County, Wyoming",Wyoming,WY,56011,17,3771,612,426,2967,3109,88.75629806,7.1864227,84.36906377,11.56037992,3347,271
"Randolph County, Arkansas",Arkansas,AR,5121,29,6378,2469,2046,3615,3701,70.6804641,22.34242709,62.13901948,34.35191404,4508,1425
"Pierce County, Georgia",Georgia,GA,13229,8,7297,1253,1124,5500,5667,86.35055502,12.37494861,82.77826468,16.41834648,6301,903
"Appanoose County, Iowa",Iowa,IA,19007,13,6096,2970,2951,3086,3161,66.12532808,29.74081365,50.61649319,47.25380304,4031,1813
"Clay County, Kansas",Kansas,KS,20027,22,3727,1009,834,2998,2788,75.95921653,17.84276898,75.63754748,22.62615301,2831,665
"Baldwin County, Alabama",Alabama,AL,1003,48,94090,19386,18424,61271,66016,77.35147199,19.56530981,77.21982431,21.55080652,72780,18409
"Adams County, Idaho",Idaho,ID,16003,7,2183,728,577,1517,1413,71.27805772,19.01053596,68.55895197,27.99611839,1556,415
"Cimarron County, Oklahoma",Oklahoma,OK,40025,6,1077,152,115,1119,1082,89.32219127,6.499535747,90.39264829,9.607351713,962,70
"Edgecombe County, North Carolina",North Carolina,NC,37065,21,24653,17403,18310,8445,8546,33.33874174,65.51738125,31.68471007,67.8852143,8219,16152
"Greenup County, Kentucky",Kentucky,KY,21089,29,16273,6621,6027,8849,8855,70.95188349,25.47778529,58.37948312,39.73496835,11546,4146
"Middlesex County, Massachusetts",Massachusetts,MA,25017,474,767337,464484,471804,245766,267321,28.17054306,66.32274998,35.44572179,62.5593699,216163,508919
"Pine County, Minnesota",Minnesota,MN,27115,48,13729,7084,6750,6862,6845,59.66202928,33.36004079,49.01539563,48.33512352,8191,4580
"Lafayette County, Missouri",Missouri,MO,29107,16,15815,6902,5655,9442,9803,69.40878912,25.5896301,62.06394429,35.80246914,10977,4047
"Perry County, Indiana",Indiana,IN,18123,21,8025,5141,4316,3202,3403,56.77258567,38.15576324,43.21269841,54.80634921,4556,3062
"Brooke County, West Virginia",West Virginia,WV,54009,27,9540,4717,4005,4961,5060,68.90985325,26.71907757,54.44372714,43.09231762,6574,2549
"Van Buren County, Arkansas",Arkansas,AR,5141,21,7116,2151,1832,4276,4365,75.63237774,21.73974143,67.88491446,28.49144635,5382,1547
"Crawford County, Georgia",Georgia,GA,13079,6,5157,1832,1706,3358,3368,70.42854373,27.51599767,65.6146503,33.23592441,3632,1419
"Jefferson County, Missouri",Missouri,MO,29099,57,105969,53467,41564,50804,53978,65.08790307,29.76908341,55.29909539,42.58126646,68973,31546
"Ocean County, New Jersey",New Jersey,NJ,34029,413,259592,110189,102300,160677,146474,65.52705784,31.52832137,58.15852898,40.61893247,170103,81845
"Monroe County, Kentucky",Kentucky,KY,21171,12,4991,1067,936,3537,3762,85.71428571,12.04167502,79.26675095,19.72187105,4278,601
"Aurora County, South Dakota",South Dakota,SD,46003,5,1407,655,556,794,804,69.22530206,24.16488984,57.42857143,39.71428571,974,340
"Dallas County, Alabama",Alabama,AL,1047,31,18730,13986,14612,6798,6288,30.88093967,68.47837694,29.9942759,69.70043885,5784,12826
"Traill County, North Dakota",North Dakota,ND,38097,12,3864,2136,1811,1845,1996,58.56625259,32.06521739,50.90538128,46.18719714,2263,1239
"Lake County, Michigan",Michigan,MI,26085,19,5328,2919,2752,2269,2487,59.29054054,36.39264264,47.03990921,52.05220352,3159,1939
"Mills County, Iowa",Iowa,IA,19129,12,7608,2976,2848,4183,4216,66.37749737,27.33964248,58.45812535,39.48973932,5050,2080
"Maverick County, Texas",Texas,TX,48323,15,13588,8554,8303,2316,2171,20.72416838,76.51604357,20.55287324,78.6045631,2816,10397
"Lancaster County, Virginia",Virginia,VA,51103,7,6599,3235,3149,3647,3753,53.34141537,43.37020761,53.91466743,45.2377532,3520,2862
"Charlton County, Georgia",Georgia,GA,13049,8,4008,1197,1197,2466,2527,73.60279441,25.0499002,67.1360255,31.80127524,2950,1004
"Albany County, Wyoming",Wyoming,WY,56001,13,16420,8644,7458,7936,7866,46.2911084,41.94884287,48.25766871,45.75460123,7601,6888
"Shannon County, South Dakota",South Dakota,SD,46113,,,2971,2937,331,188,,,5.977742448,93.3863275,,
"Madison County, Alabama",Alabama,AL,1089,74,159473,64117,62015,86965,90884,55.93360632,39.15082804,58.47337674,39.89950331,89199,62435
"St. Charles County, Missouri",Missouri,MO,29183,122,199513,84183,71838,102550,110784,60.59705383,34.19576669,59.66072486,38.68705908,120899,68225
"Angelina County, Texas",Texas,TX,48005,43,29870,9379,7834,19569,20303,72.53431537,25.23602277,71.47433641,27.57868056,,
"Wayne County, Iowa",Iowa,IA,19185,5,2921,1357,1251,1565,1583,70.83190688,24.61485793,54.5862069,43.13793103,2069,719
"Gem County, Idaho",Idaho,ID,16045,14,7952,2166,1957,5585,5311,75.20120724,15.45523139,70.89841143,26.12468295,5980,1229
"Winkler County, Texas",Texas,TX,48495,6,1873,477,398,1529,1311,74.906567,22.42391885,76,23.07246377,1403,420
"Howard County, Missouri",Missouri,MO,29089,9,4851,2036,1723,2708,3017,67.55308184,26.36569779,61.98890487,35.40168482,3277,1279
"Jackson County, Alabama",Alabama,AL,1071,39,20785,6374,5822,14083,14439,80.07216743,17.62328602,69.98352074,28.21830167,16643,3663
"Jefferson County, Alabama",Alabama,AL,1073,363,290111,166121,159876,149921,141683,45.02207776,52.24931147,46.52620656,52.50046794,130614,151581
"Bleckley County, Georgia",Georgia,GA,13023,1,4934,1380,1269,3657,3587,75.33441427,22.17267937,73.09965356,25.86101488,3717,1094
"Posey County, Indiana",Indiana,IN,18129,34,12448,5828,4533,6804,7430,67.42448586,28.23746787,60.77212498,37.07672174,8393,3515
"Jasper County, South Carolina",South Carolina,SC,45053,15,14216,5389,5757,3365,4169,42.90939786,54.79037704,41.60263447,57.44935635,6100,7789
"Bourbon County, Kansas",Kansas,KS,20011,20,5918,2394,1996,4240,4102,72.89624873,22.06826631,65.59002239,31.91557403,4314,1306
"Cullman County, Alabama",Alabama,AL,1043,51,37278,5864,5052,28896,28999,87.81050486,10.0059016,83.92128491,14.62017074,32734,3730
"Meriwether County, Georgia",Georgia,GA,13199,14,9181,4465,4331,4982,4856,56.81298334,41.38982682,52.417962,46.75086356,5216,3800
"Newton County, Indiana",Indiana,IN,18111,18,5791,2625,2212,3301,3291,70.35054395,24.22724918,58.20657941,39.12274496,4074,1403
"Scott County, Kansas",Kansas,KS,20171,11,2159,321,277,1823,1728,84.85409912,10.74571561,84.21052632,13.49902534,1832,232
"Kent County, Michigan",Michigan,MI,26081,250,306270,149909,133408,148336,155925,48.30998792,45.24341268,53.21944809,45.53407171,147959,138567
"Butler County, Alabama",Alabama,AL,1013,24,8685,4188,4374,5485,5087,56.31548647,42.78641336,53.53609766,46.03241423,4891,3716
"Lonoke County, Arkansas",Arkansas,AR,5085,55,27007,5968,5625,17242,17880,73.69200578,20.87606917,74.14779796,23.32669818,19902,5638
"Scott County, Tennessee",Tennessee,TN,47151,10,7123,1720,1452,4931,5117,84.85188825,13.11245262,76.73965207,21.77564487,6044,934
"Dickinson County, Kansas",Kansas,KS,20041,34,8008,2422,2020,6081,5832,73.73876124,19.75524476,72.51927381,25.11812982,5905,1582
"Bertie County, North Carolina",North Carolina,NC,37015,12,9380,6365,6695,3376,3387,37.0575693,62.22814499,33.45846093,66.13652079,3476,5837
"Cass County, Missouri",Missouri,MO,29037,48,50715,19844,17044,29695,30912,65.08133688,29.21423642,63.19792284,34.84554208,33006,14816
"Davis County, Utah",Utah,UT,49011,201,104661,30477,21889,77341,96861,44.89255788,21.56963912,80.00479066,18.07977269,46985,22575
"Ogemaw County, Michigan",Michigan,MI,26129,21,10386,5391,4791,5133,5437,65.73271712,29.17388793,52.47562977,46.24071036,6827,3030
"Calhoun County, Iowa",Iowa,IA,19025,11,5105,2341,2238,2741,2891,67.89422135,27.34573947,55.27724665,42.791587,3466,1396
"Harrison County, Kentucky",Kentucky,KY,21097,19,7780,2916,2471,4520,4556,69.85861183,26.10539846,63.60463493,34.49671925,5435,2031
"Aroostook County, Maine",Maine,ME,23003,71,34963,19345,17777,15898,15196,55.54157252,38.26044676,44.87891317,52.50147667,19419,13377
"Tuscarawas County, Ohio",Ohio,OH,39157,81,40088,21498,18407,20454,22242,65.11923768,29.67222111,53.34708464,44.1488979,26105,11895
"McIntosh County, Oklahoma",Oklahoma,OK,40091,14,7958,3320,2779,4903,4509,69.12540839,26.6649912,61.86882547,38.13117453,5501,2122
"Henderson County, North Carolina",North Carolina,NC,37089,35,56810,20082,18642,30930,32994,62.55060729,34.61362436,62.9752634,35.58176821,35535,19664
"Page County, Iowa",Iowa,IA,19145,9,6968,2900,2613,4351,4348,69.96268657,25.8467279,61.42110468,36.91199322,4875,1801
"Warren County, Ohio",Ohio,OH,39165,172,114254,33398,32909,71691,76564,66.472071,28.91452378,68.85437557,29.59522289,75947,33036
"Sharp County, Arkansas",Arkansas,AR,5135,26,7246,2436,2092,4535,4921,74.59287883,20.31465636,67.56830976,28.72442675,5405,1472
"Knox County, Tennessee",Tennessee,TN,47093,85,179266,70215,59399,113015,109707,58.97604677,35.06576819,63.59568018,34.43280563,105724,62861
"Yazoo County, Mississippi",Mississippi,MS,28163,26,9892,6116,6603,5290,4941,46.17873029,52.78002426,42.52151463,56.82444062,4568,5221
"Gogebic County, Michigan",Michigan,MI,26053,11,7313,4757,4058,3330,3444,54.95692602,39.99726514,45.4593453,53.56388596,4019,2925
"Rowan County, North Carolina",North Carolina,NC,37159,41,63078,23391,22650,37451,38775,67.1993405,30.45118742,62.22717936,36.34933881,42388,19208
"Morton County, North Dakota",North Dakota,ND,38059,18,15547,5079,4469,7869,8680,72.80504277,19.79159967,63.76257989,32.82891354,11319,3077
"Harding County, New Mexico",New Mexico,NM,35021,2,527,260,260,358,327,59.01328273,29.60151803,54.4093178,43.26123128,311,156
"Hampshire County, Massachusetts",Massachusetts,MA,25015,56,82329,56869,57359,20618,21480,26.83015705,66.28527007,26.31675672,70.27480673,22089,54572
"Jasper County, Illinois",Illinois,IL,17079,16,5104,2063,1436,2964,3514,77.84090909,18.10344828,69.68074559,28.47511402,3973,924
"Brown County, Texas",Texas,TX,48049,19,13949,2822,1904,12052,11895,86.09936196,11.62090472,85.28715853,13.65168137,12010,1621
"Decatur County, Indiana",Indiana,IN,18031,22,11095,3892,2941,6449,7119,76.50292925,19.11671924,69.0628638,28.53123787,8488,2121
"Jackson Parish, Louisiana",Louisiana,LA,22049,31,7464,2456,2305,5190,5132,69.25241158,28.65755627,68.16310267,30.61495551,5169,2139
"McKenzie County, North Dakota",North Dakota,ND,38053,11,4594,933,927,1740,2458,79.69090118,15.15019591,71.22573167,26.86177919,3661,696
"Coal County, Oklahoma",Oklahoma,OK,40029,9,2393,600,649,1672,1710,79.06393648,17.17509402,72.48834252,27.51165748,1892,411
"Arkansas County, Arkansas",Arkansas,AR,5001,30,6211,2619,2455,4185,3897,61.58428594,31.21880535,60.0092393,37.80412689,3825,1939
"Cook County, Illinois",Illinois,IL,17031,3668,2055215,1629024,1488537,487736,495542,21.41931623,74.3757709,24.63424601,73.99773712,440213,1528582
